Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,291.5,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,463.72,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,361.54,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,824.42,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,295.51,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,355.78,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,97.94,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,103.58,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,126.71,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,151.88,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,244.28,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,107.15,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,117.61,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,108.26,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,94.96,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,87.83,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,218.14,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,309.43,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,51.86,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,97.08,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,446.67,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,538.98,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,613.99,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,393.16,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,565.39,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,167.13,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,332.72,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,70.77,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,250.55,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,172.94,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,347.09,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,532.25,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,328.72,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,133.24,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,603.2,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,38.99,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,259.94,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,707.68,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,336.74,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,190.73,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,353.75,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,200.55,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,379.26,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,506.09,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,673.9,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1760.45,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1907.74,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3125.52,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3065.46,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,4061.88,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2268.1,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2372.16,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1116.25,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,395.49,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,677.98,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1495.22,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,857.87,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1787.59,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,167.98,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,654.1,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,384.05,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,494.25,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,3434.48,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1273.8,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,633.99,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,188.96,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,302.08,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,226.6,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,344.87,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,748.19,GBq
2011,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,193.88,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,29.08,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,82.25,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,57.2,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,88.09,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,98.46,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,87.53,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,65.25,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,227.71,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,223.23,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,117.56,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,86.56,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,115.81,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,183.37,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,328.59,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,134.71,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,75.04,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,106.79,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,129.24,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,348.66,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,293.1,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,138.08,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,259.4,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,210.56,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,586.42,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,354.36,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,302.87,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,134.65,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,204.93,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,270.16,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,179.73,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,60.21,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,92.79,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,145.26,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,204.9,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,353.59,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,123.71,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,111.89,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,144.53,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,207.33,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,101.22,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,114.5,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,100.73,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,137.91,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,104.87,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,115.59,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,96.53,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,99.54,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,99.06,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,76.68,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,106.39,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,143.97,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium Oxide (HTO),Tritium (Eau tritiée),Weekly Total,Total hebdomadaire,,95.47,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,2.4,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,495.06,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,328.57,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,220.7,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,323.93,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,374.43,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,489.91,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1181.35,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1015.49,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,510.02,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,159.06,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,195.22,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,803.03,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,1457.02,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,452.15,GBq
2012,SRBT,Stack,45.8054,-77.1180,Atmospheric Releases,Rejets atmosphériques,Tritium (HT),Tritium élémentaire,Weekly Total,Total hebdomadaire,,235.22,GBq
