Year,Facility Name ,Sample Station Name,Latitude ,Longitude ,Sample Type en,Sample Type fr,Substance Name en,Substance Name fr,Statistical Quantity en,Statistical Quantity fr,energy_below_1_mev,Result,Units
2015,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,0.6,mBq/L
2015,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,3.4,mBq/L
2015,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,2,mBq/L
2015,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,1.6,mBq/L
2015,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,4.5,mBq/L
2015,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,3.3,mBq/L
2015,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,1.3,mBq/L
2015,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,<,1.7,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.1,Bq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.2,Bq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,1.9,Bq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2,Bq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.3,Bq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.3,Bq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,1.9,Bq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Quarterly value,Valeur trimestrielle,,2.2,Bq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.55,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.25,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.69,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.87,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.74,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.42,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.41,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Quarterly value,Valeur trimestrielle,,0.55,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2016,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Strontium-90,Strontium-90,Quarterly value,Valeur trimestrielle,,,mBq/L
2017,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,3.5,Bq/L
2017,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross beta,Particules bêta brutes,Annual average,Moyenne annuelle,,0.046,Bq/L
2017,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross alpha,Particules alpha brutes,Annual average,Moyenne annuelle,,0.0074,Bq/L
2017,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Annual average,Moyenne annuelle,,0.0003,Bq/L
2017,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,3.6,Bq/L
2017,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross beta,Particules bêta brutes,Annual average,Moyenne annuelle,,0.054,Bq/L
2017,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross alpha,Particules alpha brutes,Annual average,Moyenne annuelle,,0.007,Bq/L
2017,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Annual average,Moyenne annuelle,<,0.0004,Bq/L
2018,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,2.62,Bq/L
2018,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross beta,Particules bêta brutes,Annual average,Moyenne annuelle,,0.047,Bq/L
2018,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross alpha,Particules alpha brutes,Annual average,Moyenne annuelle,,0.0068,Bq/L
2018,Nuclear Power Demonstration,Des Joachims,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Annual average,Moyenne annuelle,,0.0003,Bq/L
2018,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,2.7,Bq/L
2018,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross beta,Particules bêta brutes,Annual average,Moyenne annuelle,,0.053,Bq/L
2018,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Particulate gross alpha,Particules alpha brutes,Annual average,Moyenne annuelle,,0.0059,Bq/L
2018,Nuclear Power Demonstration,Deep River,46.1868,-77.6578,Surface Water Quality,Qualité des eaux de surface,Cesium-137,Césium-137,Annual average,Moyenne annuelle,<,0.0004,Bq/L
2005,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,61,Bq/L
2005,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,87,Bq/L
2005,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,77,Bq/L
2005,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,86,Bq/L
2005,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,38,Bq/L
2005,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,76,Bq/L
2005,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,63,Bq/L
2005,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,28,Bq/L
2005,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,39,Bq/L
2005,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,42,Bq/L
2005,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,25,Bq/L
2005,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,29,Bq/L
2005,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,17,Bq/L
2005,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,20,Bq/L
2005,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,16,Bq/L
2005,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,37,Bq/L
2006,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,27,Bq/L
2006,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,155,Bq/L
2006,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,55,Bq/L
2006,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,29,Bq/L
2006,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,11,Bq/L
2006,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,25,Bq/L
2006,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,18,Bq/L
2006,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,23,Bq/L
2006,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,25,Bq/L
2006,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,41,Bq/L
2006,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,26,Bq/L
2006,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,34,Bq/L
2006,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,16,Bq/L
2006,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,32,Bq/L
2006,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,26,Bq/L
2006,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,33,Bq/L
2007,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,64,Bq/L
2007,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,215,Bq/L
2007,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,397,Bq/L
2007,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,63,Bq/L
2007,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,55,Bq/L
2007,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,177,Bq/L
2007,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,50,Bq/L
2007,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,47,Bq/L
2007,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,65,Bq/L
2007,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,77,Bq/L
2007,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,217,Bq/L
2007,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,54,Bq/L
2007,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,23,Bq/L
2007,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,36,Bq/L
2007,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,25,Bq/L
2007,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,46,Bq/L
2008,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,352,Bq/L
2008,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,83,Bq/L
2008,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,31,Bq/L
2008,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,89,Bq/L
2008,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,11,Bq/L
2008,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,20,Bq/L
2008,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,9,Bq/L
2008,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,123,Bq/L
2008,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,41,Bq/L
2008,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,37,Bq/L
2008,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,30,Bq/L
2008,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,31,Bq/L
2008,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,18,Bq/L
2008,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,32,Bq/L
2008,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,9,Bq/L
2008,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,17,Bq/L
2009,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,79,Bq/L
2009,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,141,Bq/L
2009,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,27,Bq/L
2009,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,47,Bq/L
2009,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,21,Bq/L
2009,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,41,Bq/L
2009,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,21,Bq/L
2009,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,30,Bq/L
2009,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,42,Bq/L
2009,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,42,Bq/L
2009,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,62,Bq/L
2009,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,42,Bq/L
2009,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,38,Bq/L
2009,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,31,Bq/L
2009,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,17,Bq/L
2009,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,35,Bq/L
2010,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,36,Bq/L
2010,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,91,Bq/L
2010,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,36,Bq/L
2010,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,25,Bq/L
2010,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,10,Bq/L
2010,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,22,Bq/L
2010,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,12,Bq/L
2010,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,41,Bq/L
2010,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,26,Bq/L
2010,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,44,Bq/L
2010,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,36,Bq/L
2010,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,30,Bq/L
2010,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,10,Bq/L
2010,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,28,Bq/L
2010,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,14,Bq/L
2010,Nuclear Power Demonstration,NB-E,46.1868,-77.6578,Soil,Sol,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,24,Bq/L
2011,Nuclear Power Demonstration,NPD-NE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,41,Bq/L
2011,Nuclear Power Demonstration,NPD-SE,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,88,Bq/L
2011,Nuclear Power Demonstration,NPD-SW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,80,Bq/L
2011,Nuclear Power Demonstration,NPD-NW,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,33,Bq/L
2011,Nuclear Power Demonstration,O1B,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,35,Bq/L
2011,Nuclear Power Demonstration,NB-W,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,61,Bq/L
2011,Nuclear Power Demonstration,NB-S,46.1868,-77.6578,Vegetation,Végétation,Tritium (HTO),Tritium (Eau tritiée),Annual average,Moyenne annuelle,,39,Bq/L
