Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2010,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.00E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,3.04E+10,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,9.99E+10,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,9.59E+01,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.57E+03,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.62E+10,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,5.56E+10,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.75E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.21E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,5.56E+10,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,7.01E+10,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.55E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,8.37E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.59E+10,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,3.05E+10,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.26E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.72E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.47E+10,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,2.64E+10,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.43E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.05E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,7.48E+10,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Building 250 Tritium Laboratory,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,9.17E+10,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,1.30E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.15E+04,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.64E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.42E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,8.93E+09,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,7.32E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.30E+04,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.53E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.33E+03,Bq/wk | Bq/sem
2011,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,3.85E+09,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,5.63E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.13E+04,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,1.45E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.97E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,3.34E+09,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,5.73E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,6.81E+04,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.02E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.99E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,1.99E+09,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,7.00E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.62E+04,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.08E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.94E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.44E+09,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-125,Iode-125,Weekly Average,Moyenne Hebdomadaire,,5.87E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.41E+04,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.13E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,3.13E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,Waste Treatment Centre,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,2.35E+09,Bq/wk | Bq/sem
2010,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,3.95E+04,Bq/wk | Bq/sem
2010,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.24E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.30E+03,Bq/wk | Bq/sem
2011,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,5.49E+04,Bq/wk | Bq/sem
2011,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.82E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,7.42E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.63E+04,Bq/wk | Bq/sem
2012,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.15E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,8.16E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,8.24E+04,Bq/wk | Bq/sem
2013,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.42E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,8.14E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.78E+04,Bq/wk | Bq/sem
2014,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.87E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,7.25E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Iodine-131,Iode-131,Weekly Average,Moyenne Hebdomadaire,,4.24E+04,Bq/wk | Bq/sem
2015,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,5.31E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,FMC Building 375,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,9.49E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.05E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,2.65E+03,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.00E+02,Bq/wk | Bq/sem
2011,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.36E+03,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.76E+02,Bq/wk | Bq/sem
2012,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.43E+03,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.09E+02,Bq/wk | Bq/sem
2013,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.18E+03,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,3.93E+02,Bq/wk | Bq/sem
2014,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.59E+03,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,4.00E+02,Bq/wk | Bq/sem
2015,Chalk River Laboratories,NFFF Building 405,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,5.86E+03,Bq/wk | Bq/sem
2010,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Elemental Tritium (HT),Tritium élémentaire,Weekly Average,Moyenne Hebdomadaire,,4.53E+06,Bq/wk | Bq/sem
2010,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,5.61E+07,Bq/wk | Bq/sem
2011,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,5.59E+07,Bq/wk | Bq/sem
2012,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,8.23E+07,Bq/wk | Bq/sem
2013,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,7.35E+07,Bq/wk | Bq/sem
2014,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,4.66E+08,Bq/wk | Bq/sem
2015,Chalk River Laboratories,CECEUD Building 215,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,3.87E+08,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Operating Facilities and Storage-With-Surveillance State,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross alpha,Particules alpha brutes,Weekly Average,Moyenne Hebdomadaire,,2.21E+02,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Operating Facilities and Storage-With-Surveillance State,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Particulate gross beta,Particules bêta brutes,Weekly Average,Moyenne Hebdomadaire,,1.94E+04,Bq/wk | Bq/sem
2010,Chalk River Laboratories,Operating Facilities and Storage-With-Surveillance State,46.0554,-77.3628,Atmospheric Releases,Rejets atmosphériques,Tritium (HTO),Tritium (Eau tritiée),Weekly Average,Moyenne Hebdomadaire,,4.67E+09,Bq/wk | Bq/sem
